beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Arrogant Bastard Ale","Arrogant Consortia","Strong Ale - American",7.2,100,"Incredibly complex flavors yet not overwhelming hoppy... Incredible brew",,,,,,,4.25,"2015-01-09 23:59:17",https://untappd.com/c/145351367,https://untappd.com/beer/18099,https://untappd.com/brewery/234399,"United States",Escondido,CA,,,,145351367,18099,234399,,3.72,3.72,,0,0
"Xocoveza (2014)","Stone Brewing","Stout - Milk / Sweet",8.1,50,"Almost perfect balance of chocolate, mocha, and smokey pepper. The roasted flavor is slightly overwhelming but still very enjoyable.",,,,,,,4.5,"2015-01-10 20:14:42",https://untappd.com/c/145675343,https://untappd.com/beer/738632,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,145675343,738632,1204,https://untappd.s3.amazonaws.com/photo/2015_01_11/de0c56ddf276fa7a3200475a554ffd9e_raw.jpg,4.16,4.16,,0,0
"Polestar Pilsner","Left Hand Brewing Company","Pilsner - Other",5.5,33,,,,,,,,3.5,"2015-01-10 22:34:11",https://untappd.com/c/145772594,https://untappd.com/beer/11468,https://untappd.com/brewery/779,"United States",Longmont,CO,,,,145772594,11468,779,https://untappd.s3.amazonaws.com/photo/2015_01_11/b22fc0f4286483ee5c9379c12867857a_raw.jpg,3.3,3.3,,0,0
"Milk Stout Nitro","Left Hand Brewing Company","Stout - Milk / Sweet",6,25,"One of the best milk stouts I've had... Rich and creamy without being overwhelmingly sweet.",,,,,,,4.5,"2015-01-11 15:21:54",https://untappd.com/c/145930527,https://untappd.com/beer/82680,https://untappd.com/brewery/779,"United States",Longmont,CO,,,,145930527,82680,779,https://untappd.s3.amazonaws.com/photo/2015_01_11/f303e3b8b4a20836f4c1c8f08bfd5881_raw.jpg,3.94,3.94,,0,0
"Newcastle Werewolf","Caledonian Brewing Co.","English Bitter",4.5,0,"Oddly sweet taste with a contrasting bitter aftertaste. Nice malty smell but disappointingly mediocre taste.",,,,,,,2.25,"2015-01-11 23:03:34",https://untappd.com/c/146087506,https://untappd.com/beer/65245,https://untappd.com/brewery/2071,Scotland,Edinburgh,"City of Edinburgh,Midlothian",,,,146087506,65245,2071,https://untappd.s3.amazonaws.com/photo/2015_01_12/9ed144704d6326838c5cb3173dc69dd4_raw.jpg,3.22,3.23,,0,0
"Wexford Irish Style Crème Ale Nitro Draught","Greene King","Cream Ale",5,0,"Rich and creamy. Simple but smooth taste.",,,,,,,3.5,"2015-01-12 20:43:43",https://untappd.com/c/146197909,https://untappd.com/beer/1033,https://untappd.com/brewery/612,England,"Bury St Edmunds",Suffolk,,,,146197909,1033,612,https://untappd.s3.amazonaws.com/photo/2015_01_13/c20a466475fdf84825b1ac1a147597e1_raw.jpg,3.41,3.41,,0,0
"Grätzer Ale (Lips of Faith)","New Belgium Brewing Company","Grätzer / Grodziskie",4.5,0,"Great smokey taste; surprisingly light.","Two Stones Pub",Newark,DE,"United States",39.6619,-75.7266,3.75,"2015-01-13 17:46:06",https://untappd.com/c/146315000,https://untappd.com/beer/634994,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,146315000,634994,905,https://untappd.s3.amazonaws.com/photo/2015_01_13/32160aaf94711ff0222af5f7b1b7cd80_raw.jpg,3.42,3.42,,0,0
"Philadelphia Pale Ale","Yards Brewing Co.","Pale Ale - American",4.6,37,"Decent cheap beer.",,,,,,,3,"2015-01-13 18:36:55",https://untappd.com/c/146326155,https://untappd.com/beer/4971,https://untappd.com/brewery/1383,"United States",Philadelphia,PA,,,,146326155,4971,1383,https://untappd.s3.amazonaws.com/photo/2015_01_13/ea05c46a28b9291864bbfb9e860f067b_raw.jpg,3.54,3.54,,0,0
"Dead Rise Old Bay Summer Ale","Flying Dog Brewery","Spiced / Herbed Beer",5.6,25,"Interesting brew; you can definitely taste the Old Bay in the aftertaste. Otherwise an okay light beer.",,,,,,,3.5,"2015-01-13 19:43:04",https://untappd.com/c/146345017,https://untappd.com/beer/623281,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,146345017,623281,540,https://untappd.s3.amazonaws.com/photo/2015_01_14/113286e1ab554b96c65aa3dec04f78b9_raw.jpg,3.45,3.45,,0,0
"Numero Uno Mexican Lager","Flying Dog Brewery","Lager - Pale",4.9,20,"VERY refreshing. Agave/lime not too strong.",,,,,,,3.5,"2015-01-13 20:49:44",https://untappd.com/c/146366755,https://untappd.com/beer/1042671,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,146366755,1042671,540,https://untappd.s3.amazonaws.com/photo/2015_01_14/e7895b361c73279864641f9c6739dd20_raw.jpg,3.46,3.46,,0,0
"Namaste White","Dogfish Head Craft Brewery","Wheat Beer - Witbier",4.8,20,"Pretty good but flavor could've been stronger.","Two Stones Pub",Newark,DE,"United States",39.6619,-75.7266,3.75,"2015-01-13 21:18:57",https://untappd.com/c/146375931,https://untappd.com/beer/6400,https://untappd.com/brewery/459,"United States",Milton,DE,,,,146375931,6400,459,https://untappd.s3.amazonaws.com/photo/2015_01_14/8c749e514df61daabb5042664abca3c6_raw.jpg,3.6,3.6,,0,0
"Lot No. 3 IPA","Evolution Craft Brewing Company","IPA - American",6.8,65,"Decent IPA. Nothing to make it stand out, though.",,,,,,,3,"2015-01-13 21:45:10",https://untappd.com/c/146383738,https://untappd.com/beer/8027,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,146383738,8027,2169,https://untappd.s3.amazonaws.com/photo/2015_01_14/9806e1dfda6a9bcafdc356a685dd4e8d_raw.jpg,3.76,3.76,,0,0
"Brooklyn 1/2 Ale","Brooklyn Brewery","Farmhouse Ale - Saison",3.4,37,Disappointing...,,,,,,,1.5,"2015-01-13 23:05:58",https://untappd.com/c/146402761,https://untappd.com/beer/524677,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,146402761,524677,259,https://untappd.s3.amazonaws.com/photo/2015_01_14/7dc705a3d71aa55deb7fbdbf5bb9b795_raw.jpg,3.1,3.11,,0,0
"Pearl Necklace Chesapeake Stout","Flying Dog Brewery","Stout - Oyster",5.5,35,,,,,,,,3.75,"2015-01-14 00:30:43",https://untappd.com/c/146414434,https://untappd.com/beer/91303,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,146414434,91303,540,https://untappd.s3.amazonaws.com/photo/2015_01_14/780e2447ea720d7debd0c6d202efbbfe_raw.jpg,3.58,3.58,,0,0
"JavaHead Stout","Tröegs Independent Brewing","Stout - Coffee",7.5,60,"Nice coffee flavor, plain aftertaste",,,,,,,4,"2015-01-15 20:07:23",https://untappd.com/c/146703579,https://untappd.com/beer/35651,https://untappd.com/brewery/2583,"United States",Hershey,PA,,,,146703579,35651,2583,https://untappd.s3.amazonaws.com/photo/2015_01_16/759ceeb90366f093bbc3346ff30a8ece_raw.jpg,3.7,3.7,,0,0
"Smoked Porter w/ Vanilla Bean","Stone Brewing","Smoked Beer",5.9,53,"Incredible smooth porter with a strong vanilla finish.","Two Stones Pub",Newark,DE,"United States",39.6619,-75.7266,4.75,"2015-01-15 22:22:31",https://untappd.com/c/146758537,https://untappd.com/beer/8337,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,146758537,8337,1204,https://untappd.s3.amazonaws.com/photo/2015_01_16/c3f665e5dbb506dca9ef279399b74cda_raw.jpg,3.81,3.81,,0,0
"Smoked Porter w/ Vanilla Bean","Stone Brewing","Smoked Beer",5.9,53,,,,,,,,4.75,"2015-01-16 00:52:08",https://untappd.com/c/146790236,https://untappd.com/beer/8337,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,146790236,8337,1204,,3.81,3.81,,1,0
"Kujo Imperial Coffee Stout","Flying Dog Brewery","Stout - Imperial / Double Coffee",8.9,40,"Fucking fantastic. Great coffee taste.",,,,,,,4.25,"2015-01-16 21:10:15",https://untappd.com/c/147026129,https://untappd.com/beer/106751,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,147026129,106751,540,https://untappd.s3.amazonaws.com/photo/2015_01_17/edc9d4be497a1a2de1359f54a2c10c7b_raw.jpg,3.93,3.92,,0,0
"Brown Shugga'","Lagunitas Brewing Company","Strong Ale - American",10,51,"Definitely tastes lighter than 10%",,,,,,,4,"2015-01-16 21:33:19",https://untappd.com/c/147041511,https://untappd.com/beer/4740,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,,147041511,4740,765,https://untappd.s3.amazonaws.com/photo/2015_01_17/7ccca0a744d9d6932e5b988634144f5a_raw.jpg,3.74,3.74,,0,0
"Smoked Porter w/ Vanilla Bean","Stone Brewing","Smoked Beer",5.9,53,Yesss,,,,,,,4.75,"2015-01-16 22:15:24",https://untappd.com/c/147068797,https://untappd.com/beer/8337,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,147068797,8337,1204,https://untappd.s3.amazonaws.com/photo/2015_01_17/c6b6b0514d463b749fbf16a3a3b974aa_raw.jpg,3.81,3.81,,0,0
"Samuel Adams Cream Stout","Boston Beer Company","Stout - Milk / Sweet",4.9,28,"Pretty good, but nothing to make it stand out.",,,,,,,3,"2015-01-16 23:42:02",https://untappd.com/c/147112261,https://untappd.com/beer/4074,https://untappd.com/brewery/157,"United States",Boston,MA,,,,147112261,4074,157,https://untappd.s3.amazonaws.com/photo/2015_01_17/50ef867a9292ad0cb4cbe75e05cd514c_raw.jpg,3.53,3.53,,0,0
"Young's Double Chocolate Stout","Eagle Brewery (formerly Charles Wells)","Stout - Milk / Sweet",5.2,25,"Nice and smooth",,,,,,,3.75,"2015-01-16 23:44:15",https://untappd.com/c/147113128,https://untappd.com/beer/130571,https://untappd.com/brewery/1348,England,Bedford,Bedford,,,,147113128,130571,1348,https://untappd.s3.amazonaws.com/photo/2015_01_17/32332fcc8e7b63461a1448f8d22d3e88_raw.jpg,3.68,3.68,,0,0
"Organic Chocolate Stout","Samuel Smith","Stout - English",5,28,,,,,,,,3.5,"2015-01-17 01:40:23",https://untappd.com/c/147143897,https://untappd.com/beer/219082,https://untappd.com/brewery/1099,England,Tadcaster,"North Yorkshire",,,,147143897,219082,1099,https://untappd.s3.amazonaws.com/photo/2015_01_17/7e12cf0ede10c7f68fdc3aac94b34c5e_raw.jpg,4.06,4.06,,0,0
"Split Shot","Elysian Brewing Company","Stout - Milk / Sweet",5.6,28,"Nice, strong coffee flavor",,,,,,,4,"2015-01-17 01:41:21",https://untappd.com/c/147144070,https://untappd.com/beer/159872,https://untappd.com/brewery/7294,"United States",Seattle,WA,,,,147144070,159872,7294,https://untappd.s3.amazonaws.com/photo/2015_01_17/e6152e68e5eb12801fde2b5b65d6fc72_raw.jpg,3.9,3.9,,0,0
"Bunker C (Bourbon Barrel Aged)","Burley Oak Brewing Company","Porter - Other",6.9,35,"Nice smooth portwry",,,,,,,4.5,"2015-01-20 21:58:05",https://untappd.com/c/148279465,https://untappd.com/beer/221005,https://untappd.com/brewery/15646,"United States",Berlin,MD,,,,148279465,221005,15646,https://untappd.s3.amazonaws.com/photo/2015_01_21/20d95af8004de4a7c8711ff214a059b0_raw.jpg,4.06,3.91,,0,0
"Dawn Patrol Coffee and Cream Stout","3rd Wave Brewing Co.","Stout - Other",7,51,"Pretty good coffee stout with strong roasted notes.","Two Stones Pub",Newark,DE,"United States",39.6619,-75.7266,4,"2015-01-21 20:52:38",https://untappd.com/c/148426328,https://untappd.com/beer/524882,https://untappd.com/brewery/41619,"United States",Delmar,DE,,,,148426328,524882,41619,https://untappd.s3.amazonaws.com/photo/2015_01_22/d4bfb265c05c6ae784691b2ebdefe02c_raw.jpg,3.76,3.75,,0,0
"Stone Coffee Milk Stout","Stone Brewing","Stout - Milk / Sweet",5,40,"Another excellent brew from Stone",,,,,,,4.25,"2015-01-22 19:47:32",https://untappd.com/c/148589315,https://untappd.com/beer/758603,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,148589315,758603,1204,https://untappd.s3.amazonaws.com/photo/2015_01_23/e42ce19df31d6a47c53dc96bdca3c472_raw.jpg,3.76,3.76,,0,0
Porter,"Sierra Nevada Brewing Co.","Porter - American",5.6,32,"Good about porter but nothing to make it stand out.",,,,,,,4,"2015-01-24 21:09:49",https://untappd.com/c/149409473,https://untappd.com/beer/7847,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,149409473,7847,1142,https://untappd.s3.amazonaws.com/photo/2015_01_25/769b500977c67a3083d6164e46612ece_raw.jpg,3.57,3.57,,0,0
"Stone Smoked Porter w/Chocolate & Orange Peel","Stone Brewing","Smoked Beer",5.9,53,"Hard to give Stone anything less than a 4 when it comes to their porters... Great brew","Two Stones Pub",Newark,DE,"United States",39.6619,-75.7266,4,"2015-01-27 22:44:14",https://untappd.com/c/150115320,https://untappd.com/beer/815200,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,150115320,815200,1204,https://untappd.s3.amazonaws.com/photo/2015_01_28/002bb4c518a1714cd37a8d71f00b6bc7_raw.jpg,3.45,3.46,,0,0
Lolita,"Goose Island Beer Co.","American Wild Ale",8.7,32,"Incredible sour",,,,,,,4.5,"2015-02-14 23:21:35",https://untappd.com/c/155229754,https://untappd.com/beer/13529,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,,155229754,13529,2898,,3.87,3.87,,0,0
Scurry,"Off Color Brewing","Historical Beer - Other",5.3,18,"Excellent dessert beer",,,,,,,4.5,"2015-02-20 01:31:27",https://untappd.com/c/156417398,https://untappd.com/beer/387407,https://untappd.com/brewery/46709,"United States",Chicago,IL,,,,156417398,387407,46709,https://untappd.s3.amazonaws.com/photo/2015_02_20/385782d31c846ca6f3b7c457bfa38de1_raw.jpg,3.57,3.57,,0,0
"Oak-Aged Belgian Quad","Iron Hill Brewery & Restaurant","Belgian Quadrupel",12.5,50,"Tastes like fruity wine... Very nice",,,,,,,4.5,"2015-03-09 11:46:22",https://untappd.com/c/161575856,https://untappd.com/beer/1262566,https://untappd.com/brewery/2585,"United States",Wilmington,DE,,,,161575856,1262566,2585,https://untappd.s3.amazonaws.com/photo/2015_03_09/056f0eed2f54d2dfb12bb97197a18adf_raw.jpg,3.84,3.76,,0,0
"Raison D'Être","Dogfish Head Craft Brewery","Belgian Strong Dark Ale",8,25,,,,,,,,4.25,"2015-12-24 19:27:26",https://untappd.com/c/1043000440,https://untappd.com/beer/4659,https://untappd.com/brewery/459,"United States",Milton,DE,,,,1043000440,4659,459,,3.74,3.74,,0,0
1664,"Kronenbourg Brewery","Lager - Euro Pale",5.5,20,,,,,,,,3,"2016-07-07 13:36:12",https://untappd.com/c/1042951980,https://untappd.com/beer/5939,https://untappd.com/brewery/203,France,Obernai,Grand-Est,,,,1042951980,5939,203,,3.11,3.11,,0,0
"Sorry Chicky","Burley Oak Brewing Company","Sour - Other",4.4,4,"Nice and sour, with a dry aftertaste.",,,,,,,4,"2017-02-18 18:05:51",https://untappd.com/c/419007422,https://untappd.com/beer/890075,https://untappd.com/brewery/15646,"United States",Berlin,MD,"dry,sour,tart,hoppy",,Can,419007422,890075,15646,https://untappd.s3.amazonaws.com/photo/2017_02_18/22edb2386012c47961c3540fcb5cc20e_raw.jpeg,3.82,3.81,,1,0
Tartastic,"New Belgium Brewing Company","Sour - Berliner Weisse",4.5,3,"Faint lemon and ginger aftertaste.",,,,,,,2,"2017-02-18 18:39:43",https://untappd.com/c/419045073,https://untappd.com/beer/1805957,https://untappd.com/brewery/905,"United States","Fort Collins",CO,light,,,419045073,1805957,905,https://untappd.s3.amazonaws.com/photo/2017_02_18/2931512ad9d743aeef84e06789440efe_raw.jpeg,3.39,3.39,,0,0
"Rodenbach Grand Cru","Brouwerij Rodenbach","Sour - Flanders Red Ale",6,35,"The original sour; masterpiece.",,,,,,,5,"2017-02-19 18:42:13",https://untappd.com/c/419649791,https://untappd.com/beer/8021,https://untappd.com/brewery/291,Belgium,Roeselare,Vlaanderen,"fruity,sweet,sour,tart,smooth",,,419649791,8021,291,https://untappd.s3.amazonaws.com/photo/2017_02_19/91709357382f1560b5767f32588cc41d_raw.jpeg,3.69,3.69,,0,0
"Sour Monkey","Victory Brewing Company","Sour - Other",9.5,10,"Strong but smooth; nice sour profile.",,,,,,,4,"2017-02-19 19:20:28",https://untappd.com/c/419675076,https://untappd.com/beer/1046722,https://untappd.com/brewery/1326,"United States",Downingtown,PA,"sweet,sour,tart",,,419675076,1046722,1326,https://untappd.s3.amazonaws.com/photo/2017_02_20/dfcee142d566a030543bf88d420cf9d3_raw.jpeg,3.81,3.81,,0,0
"Perła Miodowa / Honey","Perła – Browary Lubelskie S.A.","Honey Beer",6,0,"Nice and sweet honey taste.",,,,,,,4,"2017-02-20 14:13:59",https://untappd.com/c/419861221,https://untappd.com/beer/195932,https://untappd.com/brewery/5941,Poland,Lublin,"województwo lubelskie","sweet,smooth",,,419861221,195932,5941,https://untappd.s3.amazonaws.com/photo/2017_02_20/636de95d3ce0f69cb3a6fe6ee230f54c_raw.jpeg,3.06,3.08,,0,0
"Monk's Café Flemish Sour Ale","Brouwerij Van Steenberge","Sour - Flanders Oud Bruin",5.5,0,"The classic.",,,,,,,4.75,"2017-02-20 14:25:51",https://untappd.com/c/419864496,https://untappd.com/beer/21927,https://untappd.com/brewery/7778,Belgium,Ertvelde,Vlaanderen,"sour,tart",,,419864496,21927,7778,,3.84,3.84,,0,0
Dubel,"Browar Jabłonowo","Bock - Doppelbock",7.9,21,"Amazing Polish craft beer in the style of a doppelbock.",,,,,,,4,"2017-02-20 15:03:08",https://untappd.com/c/419875430,https://untappd.com/beer/895985,https://untappd.com/brewery/53971,Poland,Jabłonowo,"województwo mazowieckie","malty,rich",,,419875430,895985,53971,https://untappd.s3.amazonaws.com/photo/2017_02_20/df43adba8deb662f8ba2e40a76d8db3f_raw.jpeg,3.31,3.49,,0,0
"Salt & Pepper Tripel","Flying Dog Brewery","Belgian Tripel",8.2,0,"Good, but not as good as expected from Flying Dog. Tastes like a generic Tripel.",,,,,,,3.75,"2017-02-20 15:34:34",https://untappd.com/c/419885048,https://untappd.com/beer/1895712,https://untappd.com/brewery/540,"United States",Frederick,MD,"subtle,salty",,,419885048,1895712,540,https://untappd.s3.amazonaws.com/photo/2017_02_20/6bd37d2f1c733f5a8c145f7fb2e37e37_raw.jpeg,3.55,3.56,,0,0
"Stone Ruination Double IPA 2.0","Stone Brewing","IPA - Imperial / Double",8.5,100,"A liquid poem to the glory of the hop.",,,,,,,4.5,"2017-02-20 16:09:19",https://untappd.com/c/419895421,https://untappd.com/beer/1044097,https://untappd.com/brewery/1204,"United States",Escondido,CA,hoppy,,,419895421,1044097,1204,https://untappd.s3.amazonaws.com/photo/2017_02_20/01eba1dfe6daaa4be938712e95e5a1c7_raw.jpeg,4,4,,0,0
"Rodenbach Grand Cru","Brouwerij Rodenbach","Sour - Flanders Red Ale",6,35,"Repeat of the classic.",,,,,,,5,"2017-02-21 19:07:26",https://untappd.com/c/420175887,https://untappd.com/beer/8021,https://untappd.com/brewery/291,Belgium,Roeselare,Vlaanderen,"sour,tart",,,420175887,8021,291,https://untappd.s3.amazonaws.com/photo/2017_02_22/05723020a37013b3a394d1ef74109e48_raw.jpeg,3.69,3.69,,0,0
"Bifröst Winter Ale","Elysian Brewing Company","Winter Ale",8.3,58,"Fairly happy albeit generic winter ale.",,,,,,,3.75,"2017-02-21 20:42:23",https://untappd.com/c/420215502,https://untappd.com/beer/18331,https://untappd.com/brewery/7294,"United States",Seattle,WA,"malty,smooth,hoppy",,,420215502,18331,7294,https://untappd.s3.amazonaws.com/photo/2017_02_22/b94ed0911ec7a9cbc0f0b7d0968e0af0_raw.jpeg,3.57,3.57,,0,0
Terrible,Unibroue,"Belgian Quadrupel",10.5,15,"Not terrible ;-)",,,,,,,4,"2017-02-22 19:54:01",https://untappd.com/c/420439520,https://untappd.com/beer/876,https://untappd.com/brewery/1307,Canada,Chambly,QC,"sweet,strong,dark",,,420439520,876,1307,https://untappd.s3.amazonaws.com/photo/2017_02_23/4dfc00d8792d082154ed0be1177130d7_raw.jpeg,3.92,3.92,,0,0
"La Fin du Monde",Unibroue,"Belgian Tripel",9,19,"Nice strong Tripel.",,,,,,,4.25,"2017-02-24 16:40:43",https://untappd.com/c/421018136,https://untappd.com/beer/6988,https://untappd.com/brewery/1307,Canada,Chambly,QC,"strong,smooth",,,421018136,6988,1307,https://untappd.s3.amazonaws.com/photo/2017_02_24/0baf4f19194a6f36ecb2425e44549995_raw.jpeg,3.96,3.96,,0,0
Trippel,"New Belgium Brewing Company","Belgian Tripel",8.5,43,"Decent Tripel.",,,,,,,3.75,"2017-02-25 10:14:22",https://untappd.com/c/421426238,https://untappd.com/beer/401,https://untappd.com/brewery/905,"United States","Fort Collins",CO,smooth,,,421426238,401,905,https://untappd.s3.amazonaws.com/photo/2017_02_25/e50cd333a893741f4d8c554ce087c134_raw.jpeg,3.58,3.58,,0,0
"Stone Mint Coffee Milk Stout","Stone Brewing","Stout - Milk / Sweet",5,40,"Unique brew with a minty coffee aftertaste. Actually incredible.",,,,,,,4.25,"2017-02-25 11:07:36",https://untappd.com/c/421441079,https://untappd.com/beer/1791389,https://untappd.com/brewery/1204,"United States",Escondido,CA,"milk,minty,subtle,coffee",,,421441079,1791389,1204,https://untappd.s3.amazonaws.com/photo/2017_02_25/709438df19e473248d63424efa2570e7_raw.jpeg,3.68,3.68,,0,0
"Stone Jindia Pale Ale","Stone Brewing","IPA - Imperial / Double",8.7,70,"Apparently Stone can do no wrong. Another winner of an IPA.",,,,,,,4,"2017-02-25 19:23:17",https://untappd.com/c/421867062,https://untappd.com/beer/1933139,https://untappd.com/brewery/1204,"United States",Escondido,CA,strong,,,421867062,1933139,1204,https://untappd.s3.amazonaws.com/photo/2017_02_26/324f34ce7d497dd3da57a68475d8453f_raw.jpeg,3.7,3.7,,0,0
"Preseason Lager","Goose Island Beer Co.","Lager - Amber",5.8,48,"Smooth, sweet lager.",,,,,,,3.5,"2017-02-25 19:44:55",https://untappd.com/c/421889078,https://untappd.com/beer/1871441,https://untappd.com/brewery/2898,"United States",Chicago,IL,"light,smooth,hoppy",,,421889078,1871441,2898,https://untappd.s3.amazonaws.com/photo/2017_02_26/1b795b7e858755184da01566188efa81_raw.jpeg,3.42,3.43,,0,0
"Tart Ten","Victory Brewing Company","Sour - Other",10,0,"Nice, strong sour.",,,,,,,4.5,"2017-02-26 20:15:42",https://untappd.com/c/422426044,https://untappd.com/beer/1572351,https://untappd.com/brewery/1326,"United States",Downingtown,PA,"sweet,sour,tart,strong,smooth",,,422426044,1572351,1326,https://untappd.s3.amazonaws.com/photo/2017_02_27/59775c27c057e35c3c26408f237bdaf6_raw.jpeg,3.83,3.83,,0,0
"Two Hearted Ale","Bell's Brewery","IPA - American",7,55,"Nice and smooth at 7%.",,,,,,,4.25,"2017-03-11 19:22:34",https://untappd.com/c/427118779,https://untappd.com/beer/4133,https://untappd.com/brewery/2507,"United States",Comstock,MI,"floral,smooth",,,427118779,4133,2507,https://untappd.s3.amazonaws.com/photo/2017_03_12/417ef5db5f384808178904f3804a4b0d_raw.jpeg,3.96,3.96,,0,0
"Chocolate Milk Stout","4 Hands Brewing Company","Stout - Milk / Sweet",5.5,0,"Love me a good milk stout. Damn, this is some creamy shit.",,,,,,,4.25,"2017-03-11 20:29:50",https://untappd.com/c/427184835,https://untappd.com/beer/273939,https://untappd.com/brewery/14417,"United States","St Louis",MO,"milk,creamy,sweet,smooth",,,427184835,273939,14417,https://untappd.s3.amazonaws.com/photo/2017_03_12/1aac90a645da14062510e159d5b41e22_raw.jpeg,3.94,3.94,,0,0
"Hop Ottin' IPA","Anderson Valley Brewing Company","IPA - American",7,80,"Solid IPA.",,,,,,,3.75,"2017-03-12 21:13:53",https://untappd.com/c/427690679,https://untappd.com/beer/4482,https://untappd.com/brewery/3880,"United States",Boonville,CA,"malty,hoppy",,,427690679,4482,3880,https://untappd.s3.amazonaws.com/photo/2017_03_13/cd49c11f3242394829291e03c292f4d9_raw.jpeg,3.56,3.56,,0,0
Scurry,"Off Color Brewing","Historical Beer - Other",5.3,18,"Still solid - pleasantly but surprisingly dark with a honey taste.",,,,,,,4.5,"2017-03-12 21:20:30",https://untappd.com/c/427693481,https://untappd.com/beer/387407,https://untappd.com/brewery/46709,"United States",Chicago,IL,"sweet,smooth,dark,molasses","State Line Liquors",,427693481,387407,46709,https://untappd.s3.amazonaws.com/photo/2017_03_13/f256c724fbfd0071a617a039fe076877_raw.jpeg,3.57,3.57,,0,0
"Goose IPA","Goose Island Beer Co.","IPA - English",5.9,55,"Solid, basic IPA.",,,,,,,3.75,"2017-03-13 19:13:02",https://untappd.com/c/427860376,https://untappd.com/beer/1353,https://untappd.com/brewery/2898,"United States",Chicago,IL,hoppy,"Hockessin Wine and Spirits",,427860376,1353,2898,https://untappd.s3.amazonaws.com/photo/2017_03_13/ff8cd532f0f59ca32361fa306040dae0_raw.jpeg,3.52,3.52,,1,0
Sofie,"Goose Island Beer Co.","Farmhouse Ale - Saison",6.5,20,"One of the Goose's best.",,,,,,,4.25,"2017-03-13 19:29:07",https://untappd.com/c/427866568,https://untappd.com/beer/6807,https://untappd.com/brewery/2898,"United States",Chicago,IL,"light,smooth",,,427866568,6807,2898,https://untappd.s3.amazonaws.com/photo/2017_03_13/ae652cdf7c1336977d00f72ebb84f7f2_raw.jpeg,3.75,3.75,,0,0
"Imperial Russian Stout (2016)","Stone Brewing","Stout - Russian Imperial",10.8,65,"Apparently Stone can do no wrong.",,,,,,,4.5,"2017-03-13 21:08:46",https://untappd.com/c/427908245,https://untappd.com/beer/1481852,https://untappd.com/brewery/1204,"United States",Escondido,CA,"rich,smooth,dark,coffee","State Line Liquors",,427908245,1481852,1204,https://untappd.s3.amazonaws.com/photo/2017_03_14/6c3c87fe2e31412df2f2eff08bd1f623_raw.jpeg,4.14,4.14,,0,0
"Tart Ten","Victory Brewing Company","Sour - Other",10,0,,,,,,,,4.5,"2017-03-14 15:57:35",https://untappd.com/c/428038240,https://untappd.com/beer/1572351,https://untappd.com/brewery/1326,"United States",Downingtown,PA,"sour,tart,smooth",,,428038240,1572351,1326,https://untappd.s3.amazonaws.com/photo/2017_03_14/8ee7eb64796b929ffc67ba23a3626a3f_raw.jpeg,3.83,3.83,,0,0
Jubilee,"Victory Brewing Company","Bière de Champagne / Bière Brut",12,20,"Smooth as hell for a twelve-percenter.",,,,,,,4,"2017-03-15 20:19:08",https://untappd.com/c/428389184,https://untappd.com/beer/1887578,https://untappd.com/brewery/1326,"United States",Downingtown,PA,"sweet,boozy,strong","Hockessin Wine and Spirits",,428389184,1887578,1326,https://untappd.s3.amazonaws.com/photo/2017_03_16/723374b6c2e9b77953b7d36954daeff5_raw.jpeg,3.69,3.69,,0,0
"Guinness Draught",Guinness,"Stout - Irish Dry",4.2,45,"I mean, obviously.",,,,,,,4,"2017-03-17 20:36:40",https://untappd.com/c/429257115,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,"Saint James' Gate",Leinster,"creamy,smooth,dark",,,429257115,4473,49,https://untappd.s3.amazonaws.com/photo/2017_03_18/20111f2a1917e93339f40d5a0f4f6587_raw.jpeg,3.78,3.78,,0,0
